state,state_fips,fips,county,NAME,season,season_start_year,total_cases,flu_rate_per_100k,peak_week_cases,peak_rate_per_100k,weeks_active,time_to_peak,outbreak_steepness,pct_type_a,pop_density_per_sqmi,median_age,pct_elderly,avg_household_size,median_income,poverty_rate,unemployment_rate,public_transport_pct,pct_bachelors_plus,pct_non_white,pct_foreign_born,pop_total,pop_elderly,pop_below_poverty,labour_force,unemployed,total_commuters,public_transport_commuters,pop_white,pop_foreign_born,pop_bachelors_plus,land_area_sqmi,outbreak
PA,42,42005,ARMSTRONG,"Armstrong County, Pennsylvania",2025-2026,2025,495.0,755.3,,,,,,,100.32,47.0,22.88,2.33,61011,10.26,5.08,0.3,13.79,3.7,0.61,65538,14993,6725,31799,1614,29788,88,63113,401,9035,653.321,0
PA,42,42009,BEDFORD,"Bedford County, Pennsylvania",2025-2026,2025,773.0,1623.5,,,,,,,47.04,47.3,23.01,2.41,58337,10.65,4.27,0.62,11.8,3.49,1.02,47613,10958,5071,23210,990,21872,135,45949,485,5616,1012.244,1
PA,42,42059,GREENE,"Greene County, Pennsylvania",2025-2026,2025,135.0,377.3,,,,,,,62.13,43.1,19.72,2.33,66283,11.76,5.17,0.24,15.07,7.53,0.68,35781,7055,4208,14999,776,13771,33,33087,245,5392,575.932,0
PA,42,42069,LACKAWANNA,"Lackawanna County, Pennsylvania",2025-2026,2025,2758.0,1278.8,,,,,,,469.99,41.9,20.01,2.36,63739,12.52,4.82,0.97,21.07,14.74,5.76,215672,43161,27010,107488,5181,100713,972,183886,12433,45442,458.886,0
PA,42,42031,CLARION,"Clarion County, Pennsylvania",2025-2026,2025,162.0,432.1,,,,,,,62.39,41.5,20.05,2.43,58690,13.18,5.55,0.3,15.46,4.73,0.86,37489,7515,4942,18397,1021,17008,51,35716,323,5796,600.836,0
PA,42,42087,MIFFLIN,"Mifflin County, Pennsylvania",2025-2026,2025,661.0,1432.4,,,,,,,112.27,43.3,21.63,2.44,58012,16.41,3.91,0.2,9.23,5.2,0.78,46146,9980,7571,22093,864,21056,43,43747,360,4258,411.037,0
PA,42,42037,COLUMBIA,"Columbia County, Pennsylvania",2025-2026,2025,936.0,1441.7,,,,,,,134.36,41.3,19.94,2.36,59457,14.34,4.76,0.33,17.07,6.89,2.35,64924,12945,9313,31750,1510,29912,98,60451,1524,11084,483.222,0
PA,42,42007,BEAVER,"Beaver County, Pennsylvania",2025-2026,2025,866.0,516.6,,,,,,,385.62,44.9,21.97,2.29,67194,10.26,5.6,1.58,19.66,11.39,2.11,167629,36827,17201,85062,4760,78748,1244,148540,3539,32958,434.695,0
PA,42,42131,WYOMING,"Wyoming County, Pennsylvania",2025-2026,2025,210.0,800.9,,,,,,,66.0,45.3,21.93,2.36,67968,10.87,4.46,0.18,15.48,4.88,1.47,26219,5751,2850,12610,562,11892,22,24939,385,4058,397.25,0
PA,42,42047,ELK,"Elk County, Pennsylvania",2025-2026,2025,205.0,663.7,,,,,,,37.35,48.2,22.75,2.26,61672,8.85,6.5,0.43,13.6,3.99,0.91,30886,7028,2733,16011,1041,14790,64,29653,281,4200,826.901,0
PA,42,42075,LEBANON,"Lebanon County, Pennsylvania",2025-2026,2025,1722.0,1202.0,,,,,,,395.92,41.3,19.85,2.53,72532,10.62,4.4,0.64,15.71,16.82,4.26,143258,28432,15214,71666,3151,68005,434,119157,6102,22505,361.835,0
PA,42,42123,WARREN,"Warren County, Pennsylvania",2025-2026,2025,457.0,1187.3,,,,,,,43.53,47.4,23.75,2.34,57925,11.4,4.33,0.61,13.95,4.73,1.4,38492,9142,4389,18149,786,16977,104,36672,537,5370,884.282,0
PA,42,42051,FAYETTE,"Fayette County, Pennsylvania",2025-2026,2025,1139.0,887.0,,,,,,,162.4,45.2,21.84,2.25,55579,15.64,7.21,1.2,13.74,9.52,1.6,128417,28050,20090,58587,4224,53239,640,116188,2054,17643,790.758,0
PA,42,42133,YORK,"York County, Pennsylvania",2025-2026,2025,3775.0,825.9,,,,,,,505.38,41.0,18.17,2.51,79183,8.43,4.6,0.72,18.43,15.35,4.35,457051,83046,38540,241781,11133,225878,1630,386877,19863,84214,904.366,0
PA,42,42089,MONROE,"Monroe County, Pennsylvania",2025-2026,2025,3688.0,2193.6,,,,,,,276.36,43.5,18.27,2.8,80656,11.13,6.31,3.49,18.77,30.57,10.22,168128,30720,18713,84496,5328,77614,2707,116728,17178,31550,608.356,1
PA,42,42057,FULTON,"Fulton County, Pennsylvania",2025-2026,2025,234.0,1608.8,,,,,,,33.24,45.7,21.84,2.37,63153,10.66,3.7,0.25,11.86,5.25,0.78,14545,3177,1550,7143,264,6793,17,13782,113,1725,437.551,1
PA,42,42077,LEHIGH,"Lehigh County, Pennsylvania",2025-2026,2025,7086.0,1894.1,,,,,,,1083.31,38.9,16.94,2.57,74973,11.65,5.77,1.6,22.06,30.5,12.91,374110,63356,43587,194595,11230,180104,2876,259995,48286,82539,345.341,1
PA,42,42095,NORTHAMPTON,"Northampton County, Pennsylvania",2025-2026,2025,5775.0,1837.4,,,,,,,849.94,41.9,19.54,2.51,82201,8.83,4.65,1.29,23.0,21.09,8.25,314299,61421,27768,163495,7599,153491,1975,248000,25920,72290,369.788,1
PA,42,42121,VENANGO,"Venango County, Pennsylvania",2025-2026,2025,395.0,782.6,,,,,,,74.86,47.6,23.7,2.31,59278,13.11,6.67,0.49,14.39,5.02,0.78,50475,11964,6619,23287,1554,21359,105,47943,393,7263,674.265,0
PA,42,42033,CLEARFIELD,"Clearfield County, Pennsylvania",2025-2026,2025,694.0,870.7,,,,,,,69.6,45.2,21.07,2.36,56982,12.89,6.02,0.18,14.27,6.74,1.97,79707,16793,10274,37095,2234,34235,62,74333,1569,11377,1145.16,0
PA,42,42003,ALLEGHENY,"Allegheny County, Pennsylvania",2025-2026,2025,12249.0,983.6,,,,,,,1706.01,40.6,19.47,2.22,72537,10.81,4.95,6.87,31.78,22.18,6.19,1245310,242474,134587,673356,33317,627652,43098,969070,77098,395708,729.953,0
PA,42,42127,WAYNE,"Wayne County, Pennsylvania",2025-2026,2025,1540.0,3006.2,,,,,,,70.58,48.8,24.61,2.43,59240,10.29,5.91,0.37,15.99,8.75,3.79,51227,12609,5272,22550,1333,20812,77,46747,1942,8193,725.769,1
PA,42,42083,MCKEAN,"McKean County, Pennsylvania",2025-2026,2025,286.0,706.9,,,,,,,41.3,43.8,20.02,2.37,57861,13.21,5.28,0.47,13.89,6.06,1.81,40459,8099,5343,18554,979,17283,81,38007,731,5619,979.694,0
PA,42,42115,SUSQUEHANNA,"Susquehanna County, Pennsylvania",2025-2026,2025,268.0,695.4,,,,,,,46.8,48.5,24.17,2.44,63968,11.04,5.8,0.43,14.78,3.65,1.77,38540,9317,4254,17848,1036,16495,71,37134,682,5697,823.496,0
PA,42,42097,NORTHUMBERLAND,"Northumberland County, Pennsylvania",2025-2026,2025,1366.0,1495.5,,,,,,,199.57,44.5,21.6,2.32,55952,11.9,4.74,0.38,13.53,7.96,1.23,91340,19725,10872,43524,2063,40657,156,84070,1122,12361,457.678,1
PA,42,42013,BLAIR,"Blair County, Pennsylvania",2025-2026,2025,1183.0,964.6,,,,,,,233.47,42.9,20.89,2.35,59386,12.83,4.18,0.74,16.7,6.0,1.22,122640,25616,15739,60014,2508,56376,415,115276,1495,20485,525.291,0
PA,42,42105,POTTER,"Potter County, Pennsylvania",2025-2026,2025,416.0,2538.1,,,,,,,15.16,48.1,24.87,2.45,56491,12.05,4.84,0.21,12.15,3.7,1.31,16390,4077,1975,7174,347,6670,14,15784,215,1992,1081.249,1
PA,42,42103,PIKE,"Pike County, Pennsylvania",2025-2026,2025,537.0,910.2,,,,,,,108.27,48.9,22.99,2.47,76416,9.92,8.5,1.76,20.63,17.71,7.49,58996,13564,5854,28831,2451,25645,452,48549,4418,12172,544.895,0
PA,42,42111,SOMERSET,"Somerset County, Pennsylvania",2025-2026,2025,595.0,806.2,,,,,,,68.65,46.7,23.08,2.4,57357,10.18,5.19,0.12,12.89,5.33,1.04,73802,17034,7513,34541,1792,31886,38,69865,769,9515,1075.047,0
PA,42,42081,LYCOMING,"Lycoming County, Pennsylvania",2025-2026,2025,1481.0,1298.9,,,,,,,92.78,41.4,19.96,2.36,63437,11.77,5.31,0.99,17.13,10.25,2.03,114022,22764,13417,55369,2940,51688,510,102334,2320,19533,1228.92,0
PA,42,42101,PHILADELPHIA,"Philadelphia County, Pennsylvania",2025-2026,2025,12630.0,792.7,,,,,,,11858.11,34.8,14.01,2.34,57537,22.08,8.65,19.8,22.99,62.91,14.61,1593208,223219,351811,806458,69721,717569,142078,590860,232805,366310,134.356,0
PA,42,42017,BUCKS,"Bucks County, Pennsylvania",2025-2026,2025,4860.0,753.3,,,,,,,1067.5,44.0,19.46,2.58,107826,5.55,4.64,2.29,31.15,16.23,10.16,645163,125555,35830,356387,16525,334130,7665,540421,65580,200969,604.367,0
PA,42,42085,MERCER,"Mercer County, Pennsylvania",2025-2026,2025,895.0,809.2,,,,,,,164.45,45.0,22.4,2.26,57353,12.67,5.48,0.18,17.2,10.59,1.64,110600,24777,14013,50623,2773,47137,84,98886,1813,19021,672.538,0
PA,42,42107,SCHUYLKILL,"Schuylkill County, Pennsylvania",2025-2026,2025,2363.0,1650.1,,,,,,,183.93,44.2,20.65,2.39,63574,11.75,5.31,0.43,13.47,9.14,2.21,143201,29578,16822,68188,3618,63364,273,130117,3158,19294,778.579,1
CT,09,09110,CAPITOL,"Capitol Planning Region, Connecticut",2024-2025,2024,7708.0,788.8,995.0,101.8,61.0,26.0,38.27,82.8,951.17,39.8,17.12,2.43,88190,10.37,5.59,2.66,28.4,33.07,14.71,977165,167285,101370,526097,29389,485812,12907,654037,143765,277549,1027.33,0
CT,09,09120,GREATER BRIDGEPORT,"Greater Bridgeport Planning Region, Connecticut",2024-2025,2024,5784.0,1772.2,819.0,250.9,61.0,27.0,30.33,75.9,2328.28,40.5,15.88,2.69,83147,12.92,7.69,6.35,28.32,34.45,20.96,326381,51824,42156,173331,13337,156551,9940,213952,68425,92435,140.181,1
CT,09,09130,LOWER CONNECTICUT RIVER VALLEY,"Lower Connecticut River Valley Planning Region, Connecticut",2024-2025,2024,2496.0,1424.3,352.0,200.9,55.0,23.0,15.3,80.3,413.2,45.6,20.85,2.3,99742,6.26,4.11,1.13,33.31,16.11,7.98,175244,36544,10964,98854,4058,93089,1049,147012,13977,58376,424.115,0
CT,09,09140,NAUGATUCK VALLEY,"Naugatuck Valley Planning Region, Connecticut",2024-2025,2024,5172.0,1144.5,699.0,154.7,58.0,23.0,30.39,77.3,1094.73,41.1,17.8,2.5,82939,10.08,6.37,1.6,23.6,31.05,13.39,451887,80450,45555,242961,15476,223763,3587,311573,60490,106657,412.784,0
CT,09,09150,NORTHEASTERN CONNECTICUT,"Northeastern Connecticut Planning Region, Connecticut",2024-2025,2024,1495.0,1562.4,202.0,211.1,40.0,18.0,11.22,68.7,172.75,41.7,17.11,2.44,83119,8.73,7.45,0.13,18.03,14.82,4.67,95687,16375,8356,52270,3893,46788,60,81504,4472,17252,553.892,1
CT,09,09160,NORTHWEST HILLS,"Northwest Hills Planning Region, Connecticut",2024-2025,2024,925.0,820.8,122.0,108.3,38.0,16.0,7.62,85.2,143.26,45.1,20.44,2.4,87971,9.28,5.36,1.02,27.83,17.65,9.52,112696,23033,10462,61274,3287,56900,579,92804,10729,31361,786.642,0
CT,09,09170,SOUTH CENTRAL CONNECTICUT,"South Central Connecticut Planning Region, Connecticut",2024-2025,2024,8573.0,1500.6,1104.0,193.2,63.0,28.0,39.43,75.8,1555.95,39.9,17.5,2.42,83617,11.3,6.12,3.23,27.99,32.46,12.99,571298,99975,64563,307364,18811,282725,9128,385872,74199,159900,367.169,0
CT,09,09180,SOUTHEASTERN CONNECTICUT,"Southeastern Connecticut Planning Region, Connecticut",2024-2025,2024,4341.0,1548.7,494.0,176.2,57.0,26.0,19.0,81.3,468.61,41.6,18.89,2.35,80330,9.5,5.32,1.36,23.86,21.1,8.23,280293,52957,26614,144251,7669,137271,1867,221146,23079,66866,598.135,1
CT,09,09190,WESTERN CONNECTICUT,"Western Connecticut Planning Region, Connecticut",2024-2025,2024,8912.0,1435.9,1131.0,182.2,61.0,28.0,40.39,75.2,1166.41,41.1,16.22,2.66,118930,7.36,5.61,7.71,37.51,33.25,23.17,620666,100665,45652,341173,19130,315294,24306,414266,143828,232830,532.117,0
DE,10,10001,KENT,"Kent County, Delaware",2024-2025,2024,6220.0,3410.1,1337.0,733.0,38.0,28.0,47.75,,311.23,38.5,17.62,2.59,69278,11.98,6.02,0.78,17.7,38.55,6.6,182400,32138,21850,87031,5237,82419,644,112081,12047,32277,586.061,1
DE,10,10003,NEW CASTLE,"New Castle County, Delaware",2024-2025,2024,13140.0,2303.0,2449.0,429.2,40.0,28.0,87.46,,1338.3,39.0,16.24,2.52,85309,10.23,5.42,2.48,26.53,41.4,11.78,570567,92683,58355,305357,16557,284140,7047,334333,67209,151345,426.337,0
DE,10,10005,SUSSEX,"Sussex County, Delaware",2024-2025,2024,6593.0,2739.5,1479.0,614.5,40.0,28.0,52.82,,257.08,51.3,29.17,2.38,75406,11.46,5.05,0.23,23.99,21.95,7.47,240668,70195,27585,109382,5521,102322,238,187830,17967,57735,936.146,0
